Username	Category	#Followers	#Followees	#Posts
apettymusic	fashion	10230	4540	1183
alejavilleta	fashion	196202	504	715
dhencayabyab	fashion	30321	815	967
aleksandraxo_	fashion	6592	1114	632
elizahiggins	fashion	42014	1899	2042
alivialevie	fashion	8290	968	558
affaf	fashion	724350	278	314
aleksandra_zelazowska	fashion	68611	483	310
ain00a	fashion	17653	502	420
annies_artandstyle	fashion	24329	3879	541
ellena_gene	fashion	50909	268	595
bettyfashionlounge	fashion	4968	953	1770
esmeraldaattema	fashion	171309	759	2104
anastasia_dvornicina	fashion	6139	518	667
ainamariafranklinos	fashion	1020	427	462
aidasflaws	fashion	1531	287	357
audreyannej	fashion	225614	724	655
drea_wheeler	fashion	108338	998	513
chrisflanell	fashion	2782	1759	1100
chanelxevans	fashion	13443	424	340
alicedlee	fashion	22143	837	490
fashionsoffancy	fashion	16603	7453	1044
___noangel	fashion	24802	376	731
camilakaram	fashion	145880	626	1578
danielchung	fashion	24584	1495	2960
amandapaige122	fashion	1884	1426	1622
daphneconstantinopolos	fashion	14371	2173	1830
barbara_matsuda	fashion	42835	229	923
begumnazlig	fashion	1857	52	536
chantellekamit	fashion	17373	890	649
cliostecca	fashion	104395	2449	835
christianarsberg	fashion	2563	544	473
fashionlingual	fashion	5336	788	1485
aliluvi	fashion	92772	280	584
eggyeol	fashion	12083	554	462
diamond.atx	fashion	5673	824	338
alexiaarosse	fashion	10230	195	380
florencecacharel	fashion	16471	1023	912
charlesabinader	fashion	10643	568	840
dhwaniibhatt	fashion	53540	244	975
alwayspangra	fashion	1253	1022	732
briggieb101	fashion	5181	1447	1444
cindy_dess	fashion	6282	1675	1149
edenedition	fashion	44994	3428	944
_brunnahcarvalho	fashion	4699	3946	266
charisseperca	fashion	14752	2502	484
dianakovi	fashion	43485	1523	423
ceecchi	fashion	71738	2691	1197
carrie_pendle	fashion	2946	1964	847
carol.aq	fashion	75919	2445	776
birdyande	fashion	22516	683	334
ayla_woodruff	fashion	1492855	422	275
amyytk	fashion	735209	386	637
_anutka__	fashion	15571	1795	278
__lilybrown	fashion	334271	1199	320
brookealexx	fashion	12402	2919	689
ashley.arden	fashion	3576	540	736
annaponsalopez	fashion	118373	896	5870
brycexavier	fashion	426909	1174	341
chronondo	fashion	102293	5593	350
_gilliancooper_	fashion	14813	2149	712
anathuerk	fashion	18966	777	406
camillakjerstad	fashion	4471	987	422
bellavarelis	fashion	15613	1171	304
ashbaggott	fashion	13289	571	492
ajourneyeast_	fashion	3998	960	1272
faiithmarone	fashion	334701	567	356
eleanorbartal	fashion	20168	892	1587
ave.moore	fashion	3019	986	835
charlotteluvena	fashion	2585	1148	408
diegodowntown	fashion	13042	6486	1141
david__mrk	fashion	49883	169	777
aritaontheroad	fashion	16371	927	717
cutesygirl09	fashion	24435	468	556
_xo_juliana_	fashion	4105	855	305
fernandojaso	fashion	226693	580	1048
beausandashley	fashion	27839	2078	700
federicapulizzi	fashion	15945	5741	1727
cjdimmock	fashion	26186	3519	654
chloe_simsstarship	fashion	1125389	742	2317
drewjessup	fashion	23388	1060	1104
ch32	fashion	42914	1081	2404
emily.blackwell_	fashion	103892	1000	621
emiliatuukkanen	fashion	17447	221	1356
chrisjclark_	fashion	294379	612	725
fionnnww	fashion	21351	684	432
ashcashbgash94	fashion	23555	215	505
_lisang_	fashion	21145	776	384
awed__	fashion	1413378	316	804
abrinicelle	fashion	13139	3003	296
carmenheijligers	fashion	27944	993	370
fayyeezy	fashion	22865	269	278
deniseannayoutube_	fashion	29848	1891	300
elliejefferson	fashion	20101	1494	474
alikebikini	fashion	11396	451	1239
ahglam_	fashion	38761	2714	344
chicteesbyallyb	fashion	10221	4947	493
dawnrichard	fashion	1009683	0	449
camilaflaeschen	fashion	10980	1249	340
breezyandbrazen	fashion	4191	1306	2133
chiara_conte_singerviolinist	fashion	9852	1813	961
beverlyic	fashion	12594	208	341
chanellle	fashion	5917	442	499
delanawilkinson	fashion	18156	1224	639
carlottaleaa	fashion	10266	250	369
elisabethresch	fashion	1119	279	343
elii.stephens	fashion	66874	2765	528
elmofilms	fashion	134506	1299	480
alissaviolet	fashion	8610677	396	594
ajionaalexus	fashion	2085034	99	605
britinymarie	fashion	11029	3148	435
eve_gay01	fashion	5142	670	648
calynsutherland	fashion	13105	1057	2066
fancypantsfarber	fashion	3136	1235	631
dedo90	fashion	99416	1455	383
azvleticia	fashion	2806	1283	293
a12team	fashion	1319	861	405
cavazos.luis	fashion	31097	649	314
edwardhajari	fashion	39719	592	455
chynaellis_	fashion	304376	749	335
belle.by.isa	fashion	4750	2475	371
ayeohstudio	fashion	7537	3204	511
andreorowling	fashion	58937	223	1204
catforsley	fashion	16980	5108	957
carolsaraivafitness	fashion	1704992	673	1949
alexposchinsta	fashion	12851	888	473
byclaudya	fashion	4130	3863	1050
brynnrumfallo	fashion	2636028	1540	1199
1beautiful_t	fashion	9567	607	766
annabelnorthlewis	fashion	52625	595	431
awesemtolentino	fashion	20238	2697	487
aisha_jade	fashion	342445	851	2035
alzatesara	fashion	73773	423	2153
fernwehwolf	fashion	2340	755	622
andylalwani	fashion	34391	1447	1151
chasitysaunders	fashion	17635	2024	1132
_allesschwarz	fashion	1202	610	280
barborabakos	fashion	41526	930	1040
em_cullum	fashion	1120	869	394
_joestyles	fashion	2784	2519	311
carmelatte	fashion	40804	1848	632
chasekeith	fashion	438870	742	523
bisous.fee	fashion	4622	966	316
ashleehuff	fashion	3496	910	319
coastwilde	fashion	2540	2684	265
annaliesedayes	fashion	9812	1806	747
emanueleamicucci	fashion	103240	1277	1440
annnaelisabeth	fashion	12137	291	1360
doramolina	fashion	31191	1690	943
adiecoles	fashion	4253	1169	635
desiraindrops	fashion	105747	487	320
breanneburnell	fashion	12546	1829	754
ashleymariekelsey	fashion	109901	360	896
andrewkayden	fashion	29038	338	720
elbio_bonsaglio	fashion	92745	2258	1392
dyedblondpony	fashion	111083	110	588
dillanxwhite	fashion	168473	330	768
danneigh	fashion	24503	473	563
brendanrobinson	fashion	740935	173	792
emilystranges	fashion	6558	638	832
fansy__style	fashion	28332	1207	338
_thestylegen_	fashion	9612	471	472
anna_saa	fashion	213367	1829	568
e_lles	fashion	1305	996	1180
alyssacherise	fashion	3709	1617	409
christian_tay	fashion	5803	899	346
brnzblog	fashion	29755	764	689
endlessweekendnl	fashion	7858	9	319
emily.j.odonnell	fashion	28700	946	973
edwinhonoret	fashion	324393	604	628
alyinwxnderland	fashion	4710	642	805
danielaknight	fashion	82439	4032	4582
fedeleone_	fashion	20102	458	465
fabivongerneschoen	fashion	32646	1079	328
escapewithmali	fashion	16226	1067	469
beautifullyhealthy_	fashion	31521	1210	445
ashhtaylor	fashion	8198	1205	830
amandascarpaci	fashion	2624	1920	962
everything__e	fashion	5784	2756	357
arianna.borzacchelli	fashion	27880	856	1670
anastasiabsmith	fashion	56899	686	1867
cupcakescutlery	fashion	5054	2363	1879
carenshope	fashion	12176	3499	1201
_wuella_	fashion	11623	1326	343
barbarapochetto	fashion	26704	1872	917
drewdirksen	fashion	166766	353	2572
brunetteboheme	fashion	4385	303	333
allisonwetig	fashion	18001	2199	897
elinwilkens	fashion	10177	1216	1760
_addiejones	fashion	8702	3488	394
eligiamartins	fashion	3371	988	335
aretastylesecrets	fashion	45549	1414	2674
cristina_kovacs	fashion	88938	518	1964
andriettaaa	fashion	1473	493	217
alexx_xox	fashion	24223	1224	3416
carolbeckhaam	fashion	27775	1718	957
_victoriagutierrez	fashion	4391	1381	1064
carminola	fashion	27957	395	437
anastasiacasaluci	fashion	13825	5018	360
elisasamaral	fashion	8603	1624	1844
carmenvecchio	fashion	108112	1494	2411
ferrussian	fashion	66271	1189	1219
capturinglifeoncamera	fashion	1396	582	240
catwomenn	fashion	17174	1115	620
dollygirma	fashion	6676	389	285
destination_whitecoat	fashion	11234	919	320
aureliablog	fashion	9985	3632	1169
fernandovsa	fashion	19035	1538	301
brazilianamericangirl	fashion	40278	3836	357
eleonora_branca	fashion	72008	2076	1659
cocorocha	fashion	1266414	878	3453
charlottefok	fashion	3788	996	537
alessandracrinzi	fashion	70501	2243	820
adamwaithe	fashion	100611	649	2786
adapasternak	fashion	17351	1762	809
blvckaud	fashion	5250	2282	872
angelicawennergren	fashion	12608	956	717
benedetta_mariotti	fashion	53919	2821	3279
brooklynkellyy	fashion	172485	620	629
barandbowtie	fashion	4643	2608	381
andrewquo	fashion	22152	287	295
brittrafuson	fashion	58421	2981	403
chanteljeffries	fashion	4234620	440	2035
axelleblanpain	fashion	20578	528	2989
daniela.beresova	fashion	1297	465	314
brooky.moss	fashion	37113	1462	514
beebosnak	fashion	20735	163	2792
farinamusic	fashion	1026949	1064	661
fede.casagrande	fashion	16977	3492	1019
comeonally	fashion	12019	1072	1539
elimeshrewsbury	fashion	10821	585	373
azulgonzalezaparicio	fashion	26221	868	310
allisonhoeller	fashion	22915	583	331
_.nabeela	fashion	18545	2603	333
chxndeliers	fashion	18032	348	786
anto_cavalieri	fashion	465050	229	587
danielleerodas	fashion	26597	983	441
betsabea_	fashion	13130	233	1143
beatriceturner	fashion	32159	2886	745
darth_cydious	fashion	12674	1069	950
angelzheng_	fashion	12548	582	450
carolesdiary	fashion	11328	501	2295
annaliesegann	fashion	103015	271	387
charlottepedneault	fashion	11666	996	441
ashleywierenga	fashion	4104	875	1372
alannapearl	fashion	57433	784	728
emmespivey	fashion	11139	3776	665
ailinhyde	fashion	2497	742	634
aaliyahjay	fashion	1641681	340	1439
elcofrebliaman	fashion	8882	878	1906
ale.harnish	fashion	18098	3760	461
acarltonmiller	fashion	5257	659	606
barrefaeli	fashion	2730605	597	2682
blackkart	fashion	93915	365	366
christinaeileen	fashion	15375	1207	414
adeloo	fashion	13605	6992	1060
danielscottkain	fashion	3449	3895	310
aicigirl	fashion	5391	901	1009
bluie	fashion	191552	1560	1961
beccaedwards.x	fashion	420356	3313	1144
brittneyelena	fashion	529493	1868	859
bull1trc	fashion	178740	1501	2943
angelinaraev	fashion	16841	1474	305
amyvictoriabaldwin	fashion	2278	482	654
elikeny	fashion	2328	357	360
allthingsali.j	fashion	3649	327	1543
abbie.renea	fashion	1273	1795	984
_hermust_	fashion	27440	770	809
by_fishingforcompliments	fashion	2279	2032	409
alonuko	fashion	29320	458	829
alannaarrington	fashion	200578	483	1268
ableachlife	fashion	44833	104	611
dorothypetzold	fashion	236619	332	486
aliceneverstop	fashion	12292	1871	736
annyannalu	fashion	20852	5378	749
charlinecatteeuw	fashion	6528	943	413
fannyyockell	fashion	59763	471	1529
abbiekaym	fashion	1133	877	385
carletoneckhardt	fashion	13665	2054	1091
avajofficial	fashion	111380	3891	322
abigailroyston	fashion	105629	452	1773
bobsupersage	fashion	4044	728	584
andybursten	fashion	145601	457	1192
carringtondurham	fashion	942569	399	1286
eugeniodlgza	fashion	12855	531	1815
eliasriadi	fashion	180841	195	679
denim910	fashion	1020	461	1540
alicedeley	fashion	15127	961	604
chinutay	fashion	267113	2794	714
ellahopem	fashion	10469	502	492
daniela_pu	fashion	10721	773	3885
fatgirlflow	fashion	181228	914	622
asaad_malik	fashion	11791	473	339
abbymarienc_	fashion	19588	1770	411
dianakmir	fashion	16792	1777	1437
eveli_hanelova	fashion	6793	870	471
bobbybowenn	fashion	6486	5064	2198
beautx_n	fashion	226210	5648	343
feelyah84	fashion	15428	7498	1197
alessandragl	fashion	77286	1380	789
ambersymone	fashion	10066	846	1263
brontekingg	fashion	14566	1122	525
elaynealmoses	fashion	39116	706	852
carmensegattini	fashion	8492	662	691
erinchristian_photography	fashion	5754	1390	733
demijonk	fashion	4267	977	499
anniejorgensen	fashion	12901	2211	496
enikotothcom	fashion	491476	810	1104
elenadamario	fashion	729412	441	1213
5115styleblvd	fashion	3216	1156	409
courtlundquistt	fashion	14998	274	413
docsamatao	fashion	84729	4358	352
camillagrazia	fashion	24124	2811	1427
_wildwobs	fashion	1709	495	248
domenique.fragale	fashion	20508	712	463
estertamburello	fashion	162888	4969	854
allaboutnori	fashion	53464	2046	558
_emilyhuff	fashion	188017	13	391
fashion.conspiracy	fashion	44143	810	1232
fennellalikewhoa	fashion	11431	3271	429
finottomatilde	fashion	12321	337	820
a1_fleeky	fashion	89157	98	560
ashleynorthstyle	fashion	116802	869	1119
elleyamada	fashion	242112	423	2990
filipajackson	fashion	61405	1904	1475
cyrenelovette	fashion	56836	462	423
curiosityiswoman	fashion	5105	907	1040
ashdimoni	fashion	73939	1259	761
chanelhurlin	fashion	15238	1569	1729
arnaulloberaa	fashion	113611	1364	242
brixtongirl	fashion	22081	1824	1580
claudiacurac	fashion	2753	536	766
_dorothyfaye	fashion	12889	1825	1423
emilialehti	fashion	1030	622	1221
chloegruber	fashion	16102	35	825
danielarued	fashion	572391	312	513
carlita_the_gypsy	fashion	24576	1582	794
celinebramsen	fashion	10628	1160	637
canrodd	fashion	72655	834	674
brittanyxlewis	fashion	6804	971	709
fatima_domingush	fashion	8806	1006	993
alexismahdavi	fashion	20697	1504	262
alexander_rux	fashion	65514	870	530
alexcannon	fashion	417231	588	1415
aarondegroeve	fashion	1494	868	451
barbaraffs_	fashion	14055	5151	1150
christyannelopez	fashion	14348	2435	737
cubanito_official	fashion	108549	796	1172
abbeysteaness	fashion	37878	799	638
arynlei	fashion	23103	534	566
clemence_ccc	fashion	1787	372	1392
brunafurrlan	fashion	243887	615	481
brandonpeebles	fashion	6188	1064	522
caseyyjohanson	fashion	1628	1539	333
carmenvantini	fashion	73250	3647	538
advicefroma20something	fashion	41455	1939	1528
aria__c	fashion	30397	2456	472
catherinevanboeckel	fashion	9261	2489	615
breaking.berto	fashion	14892	1331	536
benblack10	fashion	86763	541	2315
cecerahoerason	fashion	2517	1335	715
emilalah	fashion	18424	692	582
florescaisme	fashion	25323	6225	1281
aboutmateria	fashion	7229	323	674
elletayla	fashion	99800	529	1018
agorod2	fashion	7302	803	817
estellefitz	fashion	407637	49	403
elodie_taylor	fashion	10012	1506	251
ella.ryder	fashion	1248	176	1301
felixwilliamschwarz	fashion	6141	532	662
fengyilu	fashion	290631	444	551
chanellespivak	fashion	9926	2560	305
evetaylorr	fashion	25526	809	955
_mymycracra	fashion	45502	1464	423
alfiexsand	fashion	15108	5021	294
_jadelark	fashion	17632	7476	273
angiesmithstyle	fashion	71783	421	4123
be_julieful	fashion	21195	596	281
colbykline	fashion	14886	883	1427
faithfontaine	fashion	5214	1511	452
cosimobuccolieri	fashion	62738	2918	798
breequiachon	fashion	1784	536	355
angelakajo	fashion	21689	903	529
discoverparis_	fashion	11508	1130	420
daniela.po_	fashion	116913	1266	504
chicfashionista247	fashion	1034	215	281
annina_anastasia	fashion	20533	409	259
audreyel	fashion	1661	2329	682
davidagbodji	fashion	29511	2253	324
fashitect	fashion	30134	780	1211
daniross_	fashion	56107	601	686
drea.flow	fashion	2007	1056	695
bieljuste	fashion	211478	827	847
anibelin	fashion	1643	1063	382
devrivelazquez	fashion	28231	528	797
choosey_d	fashion	3036	1689	1180
dianamaracuja	fashion	10083	789	934
briheartmusic	fashion	17352	335	467
blogcalledjacq	fashion	9999	771	2117
dam_mrs_chambers	fashion	16286	1122	458
amandapamblanco	fashion	2514	1461	635
espeditodemaria	fashion	10069	1914	694
evebastien	fashion	11897	642	1037
chaneliman	fashion	1693588	828	1596
aninestang	fashion	13273	1170	2018
cara_duffy	fashion	5916	3628	784
alexisdavilaa	fashion	53790	1690	441
armelola	fashion	65005	4861	1917
cassiecocoa	fashion	7532	580	564
awadewego	fashion	7995	931	1430
andmatthewsaid	fashion	1007	649	421
breannerice	fashion	14213	266	541
andrewcretaro	fashion	14574	749	492
bluejeanbrdy	fashion	2246	981	537
chubstr	fashion	15008	1028	861
carlyahill	fashion	10577	1318	2335
ainasyahirah	fashion	25484	982	1301
blondedlights	fashion	24645	2792	370
aranka.world	fashion	25758	607	1822
davarenemay	fashion	5625	1299	358
bishamberdas	fashion	99389	57	2571
deblina_c	fashion	3152	2085	512
ameer_mango	fashion	1934	1642	674
be.brittany	fashion	2030	731	459
caragonzales	fashion	2657	749	509
brittiepoo	fashion	28087	642	854
eloisemofficial	fashion	247853	2521	495
alloftanja	fashion	10447	780	664
cassonthetrack	fashion	3474	989	551
brandon_arreaga	fashion	412489	447	545
fabeautrends	fashion	9829	593	949
_davidecorsini_	fashion	62339	834	592
d.wojtas	fashion	8272	885	782
alinagoo	fashion	21482	1005	438
depy_prt	fashion	12431	1223	660
allymillerr	fashion	6167	1080	432
chloevictoria86	fashion	55003	963	1345
federicaluce_	fashion	15055	3181	281
bernymarti	fashion	69708	492	416
chalayymichele	fashion	23404	646	457
emzeelea	fashion	16289	372	368
findingpaola	fashion	138222	743	1306
davidcoephoto	fashion	27810	3060	302
amethyh	fashion	1216	186	415
doctor.fitnik	fashion	18229	2456	455
cellequilvousfaut	fashion	3197	491	735
carrie__murray	fashion	19899	243	1835
antonio.gherghetta	fashion	22588	5047	414
candlewaxcosplay	fashion	1136	342	237
beglam.girl	fashion	5574	521	941
charlottesofieg	fashion	2277	499	491
alicethorpe_	fashion	10563	262	621
byeleanore	fashion	8276	861	604
binidina	fashion	25863	721	3112
alexandrednt	fashion	13285	981	1131
ashleydirksen	fashion	1679	1079	382
_ernette_x	fashion	1870	706	290
erikacaroliina	fashion	9966	993	2637
corinne_mantineo	fashion	68266	165	536
daynetx3	fashion	2510	496	644
ann.lipinska	fashion	49949	663	536
angelisborges	fashion	135483	871	2201
_katiemeehan	fashion	19311	1632	555
federicareginelly	fashion	14093	4368	476
deixadesermaluca	fashion	3880	1671	412
estokholm	fashion	25422	715	863
consciouslychloe	fashion	22294	346	703
carlyrowena	fashion	153063	469	2154
andreafenise	fashion	5314	2626	1001
amberdoigthorne	fashion	425653	199	467
estilomasculo	fashion	23427	4425	682
billyhuxley	fashion	377567	622	716
anastasia_greer	fashion	3709	756	739
cathcooper	fashion	10243	889	485
derinadetosoye	fashion	3923	999	588
andrewstafford1	fashion	3985	427	853
dashaneith	fashion	9017	1949	326
alancarinocom	fashion	211463	922	822
ddlovato	fashion	70694795	377	2113
bluemountainbel	fashion	11277	6751	667
bitsofbrittany	fashion	2064	964	1721
babii.sammii	fashion	25666	763	389
clea_cartier	fashion	39727	627	1619
ad__photography	fashion	1666	918	775
antvers	fashion	21217	847	431
darth_bador	fashion	154679	2145	2916
danijackel	fashion	8607	965	363
brielle_davis_gmm	fashion	1104	375	460
emmavjenx	fashion	4497	1255	833
becss1	fashion	7438	3725	949
atrendyexperience	fashion	22849	1275	360
dominiquedovalle	fashion	28608	4670	861
facestm	fashion	3579	835	606
claudinebuisman	fashion	18012	710	295
ankitagoraya	fashion	14684	643	390
dressastyle	fashion	15164	1368	2515
carlotabruna	fashion	132887	474	1144
enricobadema	fashion	60863	5458	515
elisa_cavalli	fashion	199291	2460	1796
fajasmini	fashion	429423	801	580
carlosarnelas	fashion	261624	2000	6914
alexwhitt24	fashion	17087	1099	580
angelicatalan	fashion	38579	1593	1105
actuallyannaxo	fashion	1877	1672	207
diana_rinatovna_	fashion	33593	4711	1342
charlottelanexo	fashion	3251	694	546
adamjosephchase	fashion	31774	617	598
carmenjorda	fashion	208973	519	1122
2epeau	fashion	55388	791	512
_sylwina_	fashion	55582	88	1110
cryscastles	fashion	6446	895	797
claudiasulewski	fashion	1058482	358	1775
dannisimone	fashion	3491	987	440
ashleyfetchyshyn	fashion	4476	512	257
anayiamali	fashion	1030	822	527
alejandrolillo_	fashion	378082	1415	1021
aglamorouslifestyle	fashion	4764	1223	625
_danielmontero_	fashion	196814	537	503
